Commit hash,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg,,,,
26c85a5f79875a25367527462e8d0864021078ab,36,5.142857143,91,13,,,,
80559d6cd31de9f23976b410b0421406578bd4db,853,426.5,8,4,,,,
6fc7d76e7309c01a364b0f72d253735366674f29,0,0,15,3.75,,,,
94e42cb7727cf0415c0f79d860228ad362aa4fb5,20,20,41,41,,,,
a633d80efe1c4f3a5c5e05bb8b2673172e05b9b4,235,117.5,37,18.5,,,,
b7915a4d0d97a60fc30e55eb4cc1b10e7fe9ce2f,13,3.25,138,34.5,,,,
9e0cccde0a54fd31ceef8e638960187a67e25569,1,1,29,29,,,,
0549a4b6f52e6929daec4b0c97df2085739bc719,18,9,36,18,,,,
25be03f046ae6f1301f068c460b03be5c76c48f0,0,0,0,0,,,,
92d8e7c315a8aad0864347a9dd564f903edd76a3,20,20,40,40,,,,
13c57d0f68cffb139311e8e22a074099eb28a88f,18,4.5,52,13,,,,
55f88e6e310ceb99bef31ed8d884deaa55c78d91,4,4,19,19,,,,
bbb8db9bdb503f4f2c558e5f081c201c09d33d77,0,0,0,0,,,,
3588f05f1010c5ab9663682c71a3e6fe549603a9,0,0,0,0,,,,
caf34b9f0ad66d8a1bcfaebcd33c676a0f7973cf,0,0,0,0,,,,
3fb67767fc7056d8832f9ff3c49caa10f3453036,3,3,9,9,,,,
bd525a64d5fb55d1c67fdecdad9ed920a3d83666,0,0,11,11,,,,
30c23971d0e584a5cbfa1787f60e0f5837efd046,10,2,43,8.6,,,,
19a562a92318f417bb4dca0cae2b97f28a98a7e2,0,0,24,24,,,,
16269904a2e8f01b4f62929f9ab1d73f09c9b64f,10,5,72,36,,,,
d010d0893a8796e2973327a06f71988ea5fde14d,4,4,48,48,,,,
1899861858eb262df7826eb32d1274233a35536e,8,8,24,24,,,,
d78bd439dcb290e4318734693d418937b0bf8129,33,2.2,73,4.866666667,,,,
11070a090a9cc77d02315a3cb39eaf628bd9bfe7,230,25.55555556,204,22.66666667,,,,
6e7ab54862e299dcc0de40c9541f340273d91de1,1,1,17,17,,,,
e6b9382ae2f6c8a6f83fa724168af467eed073cf,115,115,64,64,,,,
757b0529c42690988f565ca03194900c4d1289f8,55,18.33333333,35,11.66666667,,,,
493b4311ff3995118ac5c15f49803447c8fba854,2,1,34,17,,,,
27e901de92308d475241c1a1eaf08f7393464545,0,0,0,0,,,,
ff25691d00d634068c6389f8f1607d7cc95ac5be,4,1.333333333,72,24,,,,
fd63acdc8339db18521867b183ef3dcc1cefb5ef,11,11,23,23,,,,
586fabb3b5681e06378a0b31737a0e306e36717b,5,1,53,10.6,,,,
3ff441d30570fd38f62d858b8c8e86e9d1ca3d8d,0,0,6,6,,,,
249c5f0689bf1208a4f1d589de45c20c3ff16de9,151,37.75,232,58,,,,
94355ca15a4d451f4a4b858240e2c1a96e26537b,196,15.07692308,213,16.38461538,,,,
442c70fc9e8d719220bd7d60a2a19508cd500b09,4,4,24,24,,,,
882bf3475c8926abe62ed71e6719458b024caac0,1552,6.466666667,3628,15.11666667,,,,
4eeb07d886940087de85ba1c4a12e634f35d8d9d,0,0,0,0,,,,
1d3fce8b509fdb7d71f8e40ef9ed720f4dc69202,50,50,17,17,,,,
9090e0d9c6b8e16b206a2e0ed9ddbc3e1d0c2c68,0,0,0,0,,,,
af44cb655b1294d2791d13831a55f2134af2669b,56,56,44,44,,,,
70784b9069fbd1c73eddbbfc83ffb44b2ca15854,0,0,22,11,,,,
66b659c8a4a429b483b66fd1a1d1429a2c0d3b4a,1332,266.4,103,20.6,,,,
dd987a9ef08933b970387dac1f9bdd930ca9656c,246,123,15,7.5,,,,
3a59fc4c97a3658b9712fa214778008bbf914cf9,0,0,0,0,,,,
dd99c10c569a5941efa74fb07d5031d58af07141,0,0,19,19,,,,
dbe5306c2c4f5017827efb42aae69bdf8573674e,0,0,14,14,,,,
6577ac381e73b2ce3d57d2e8a39edb424ce9a52d,6,3,43,21.5,,,,
cbb4a882622e1d4edbcfbcfb71dab446065e986d,0,0,54,54,,,,
10384778d1422b2491f39c6e07ccf7cb9ebbf576,6,6,48,48,,,,
a58ec950f06c8de366b4b693491eaaafae116041,3,1,80,26.66666667,,,,
fc2b36ca1def7301c4af8b3ad2dca2f5a1b0a568,0,0,0,0,,,,
d8c8057c03fc906f3bee0905246ca18351bd9e1b,0,0,14,14,,,,
e3ccc032f0338ffa188cc40c74fca51aa29eef9e,2,2,30,30,,,,
e1cbc8c68f5c88038b4f88f1b852fe36f8c78b45,0,0,0,0,,,,
826ab028a8c24b115286d251938396ca1de71b56,4,4,45,45,,,,
c559edd76bdb6cdaf86389789ab05cfff648b195,478,239,52,26,,,,
6c1bdc1854a7700c2b3a345b95f6a2fdca84037d,27,27,10,10,,,,
8f899cd19837e91b52fbeef184a21423bd27815e,1,0.5,14,7,,,,
f61d02deeae522c410433a3aa9929e246f413cda,10,3.333333333,53,17.66666667,,,,
4ce43b565f388c9327cb671887a4730225327006,0,0,0,0,,,,
6b68be9587c6d6946faff34f88d80de53f11ed86,541,270.5,75,37.5,,,,
faaa866961bec9ac66f4fa2360a2717d3a605199,0,0,0,0,,,,
d2864ffcc0dc91a64bb3b5d3cb649852f8a6b271,1,0.5,2,1,,,,
106bab644a5d55f136d223fadc1440e07cd41872,0,0,4,4,,,,
e4e8578c350102a387aa023e7ffc3adcde3d8ae1,0,0,26,13,,,,
194898bab9a02c442627714af569c8fa4d981df2,0,0,14,14,,,,
9801b2c9960aa5512aa78828c460a76e6224e5d6,0,0,0,0,,,,
d0e7014429ff40b535a07801679f5fc66cf7cf12,0,0,0,0,,,,
7b964c77fa15fa3fbf18538ebcdf6b09ffbbbd0e,0,0,0,0,,,,
bb22b4965070409df4658f16fdf549f0362e8a9c,11,11,32,32,,,,
14170bbf09d2f1fee3cf2fd8a8087f7e913839b4,1,1,36,36,,,,
910b446fb22c9c5ab3cc65d4025efc5102d0c45e,0,0,16,1.142857143,,,,
1431679fb589cb5e652a40957a5d2868dc0a9080,0,0,0,0,,,,
aa7e89e8072f1ec36f8a25637fee81933364b201,68,22.66666667,13,4.333333333,,,,
d8784cd3930eca664009bbccdbb4fa0ebd42b3a0,0,0,0,0,,,,
eb60e93d347bfa439df3e900b1fc899ed85fb6de,0,0,0,0,,,,
7bbe79fe5f54ed7542d935600036d3c8b401505f,274,7.405405405,516,13.94594595,,,,
9166163f103b8ac35544270c8cf397de3416b8f0,156,52,39,13,,,,
7c853db64239682fae2c34c6e48f847cc0042a7a,1,1,20,20,,,,
fffc900f78a191970c4eebced9c1af016a9ea6f4,7,3.5,43,21.5,,,,
195cd51f7d1d853220c16d043f1dfabd852de98b,2,2,75,75,,,,
21c2e780b1b79562ce2865b8443538fa0a9c253a,17,4.25,44,11,,,,
5a0eb4e768435b9ce32b074e620fca33be4df2fb,22,7.333333333,136,45.33333333,,,,
27c33a8f7a9469fd8b55de62b11e0b6b868636c5,6,1.2,89,17.8,,,,
087e4bc5171f0ced1f34663e59217d678cd350ba,380,9.5,1127,28.175,,,,
1f01ac832346fb217e7c07452673cd5f66cf4835,1,1,46,46,,,,
805954119958d660cfc156681c7e3fb7ca7c0b44,0,0,0,0,,,,
f56ef579ba5b1d3adda060fa9c0707e37f9f1baa,3,1.5,44,22,,,,
dfddabe1157bc6d826612b82d5bfb301205e7ad5,4,4,27,27,,,,
6b6406d659ad60af4c33c32d4b17ba0282d269f0,0,0,0,0,,,,
953255abab0f99afe7559da93ba18a876805d78d,26,5.2,59,11.8,,,,
122b09c1d0204f31163708fde1f5da09e94a6157,0,0,4,4,,,,
c452418e9f09d7bd22b8c32d885a533aa93ffca3,16,2.666666667,28,4.666666667,,,,
55d90b324031ba26a2c3e401be1e2fe92e896a21,0,0,45,45,,,,
fb4aef9c70ac29bde97b39b7737171c1879899ed,0,0,68,68,,,,
69478da0f0d1eac9389fbd9d2f0bca3d0ce306a6,1821,910.5,17,8.5,,,,
13171e7e63bc5199d783e33decf7f402019d05cc,0,0,0,0,,,,
794c81c1eab54cb58f2143ab3efc90e9c4bf9092,35,5.833333333,34,5.666666667,,,,
5b70efb1258fd7435e8cfbed1a54abb46db0adcc,6,1.5,96,24,,,,
fe099b63837d0ea93db0abf8894139271a01ee05,0,0,0,0,,,,
cd7ba89a07f794b17fc66ba29515b104c4d21f27,0,0,0,0,,,,
d3e5fc0220e57d5a9bba35780915c53790ff249f,382,63.66666667,36,6,,,,
7be255156feb7636a5cca5c4fe78f42879ffe69b,2341,75.51612903,403,13,,,,
ee85cdee67d164315e52a05462b03fe7091cc26d,0,0,0,0,,,,
c47c8ba59e87facaaad53e69f7830719217110aa,129,64.5,53,26.5,,,,
33a55c5661299085c5e381f9aaf99b74ccc7b6b1,9,9,5,5,,,,
26c41ed918142a6fadac142b4f7e63426bebc4a1,0,0,8,1,,,,
49a55be9730bb30f36ba0e031717cc1f709ddd20,0,0,0,0,,,,
fd7b3ffe5cbedb180f7cfb9975437f0eb285d05a,0,0,64,64,,,,
7eb8b67c8bc8e69b3dd6fb39dde09ac36f56e538,0,0,0,0,,,,
d3951a5b0f4fe9731d1512668b43f51bd98bd84e,602,602,13,13,,,,
6dfba7c62896a3fd35869f73f99dc8e34d543854,4,2,28,14,,,,
55f5b29d7975d7e642ec258e44ca23726e1dfa0d,284,25.81818182,68,6.181818182,,,,
1983bc9c374fc8b83f608ecc1e6ce6ef4f54e572,0,0,0,0,,,,
d2f5fdb20d30638c82f6d26fff92b73b84f1e1b2,1,1,17,17,,,,
aff3e3c4a20aae52fdafaede8dfcbde2bc990104,0,0,12,12,,,,
bd5096d012327d4acb44449464cb00c488450cc5,0,0,0,0,,,,
4dae1a685c3d78fa0601e8490117e9a62336c398,0,0,0,0,,,,
ad330f327e68fb42b3013b72a2b64588d2ce01fe,16,3.2,67,13.4,,,,
507a7b4df918a091c45af35110fd2cdeff3713aa,956,478,115,57.5,,,,
cd17b500a85b34c16ff8f4212cf2ff35715040ba,563,563,2,2,,,,
d7e29682b5b0db2a6ff8b094b362e4916cfc9ac9,6,6,15,15,,,,
43c5664f343f4f9986be172a95bf1d2e5509d2cc,100,33.33333333,84,28,,,,
e8b098b6367baafda9e494ec4c9ddd1b7bf661ce,20,10,59,29.5,,,,
20f80d06f7027e8cefe288f60953109c3e333e81,1,1,24,24,,,,
9e1a9878aaeac75f5c9e73a0d0e1a4e489e13cbc,2,2,19,19,,,,
559a72e4b637b9abb059e2708f206bbaca2be9e2,2,0.4,9,1.8,,,,
502b64e06a27c8170c3dc5532ec139b4030268f1,0,0,0,0,,,,
1fb176eaf4a260c10dd336c4b42412b61799dbcf,6,6,32,32,,,,
b4ea7762c50b281fbde29a76f0507f51150b52c9,0,0,0,0,,,,
631c3dbc800bb9b2e3b227c0a09523f0f7eef0b7,0,0,0,0,,,,
7487592cceaf3d2cfe002257e1d7f0b023c0ec8a,13,6.5,19,9.5,,,,
87f25de7c3d3b8bf643d7f318a8a5471eee44411,3,3,21,21,,,,
761265ef64fed36dc3bb4b7cdc92904e19869466,0,0,0,0,,,,
7672f25f44357e854575cd04f9e9969ec2831dfa,0,0,0,0,,,,
ab94a98b587580382fce420d8e78fa0dd3b06ff5,21,21,21,21,,,,
2dd6f1467fca051e977eeda0369b9b89e25065b1,0,0,13,13,,,,
0f4913702702420cc4f849fd83296bee777fab26,2,1,64,32,,,,
ac02d4e7adf5df01379398e0fa759ec64f19819f,2,1,30,15,,,,
81c576949332ea99183f5464d3447a0dfc4915a9,0,0,0,0,,,,
8d28f263aa14cc450085c9df3623a483b6021c56,0,0,62,15.5,,,,
17412400dc2887ccd52014a9c261c6ab1da44e01,199,99.5,16,8,,,,
ca028e1fe07f2fb268d1da73eeaccb0f7f264a04,38,19,10,5,,,,
b12d27ecb01accf1b57cdd0314cd7b53c2e7199d,41,41,4,4,,,,
1ef8a6d48e0b80e93e34352db0ba97547c22d815,30,15,17,8.5,,,,
15eeb0e7dc300877a80b34eb4764502df85901ed,184,6.814814815,126,4.666666667,,,,
07fef5f3ffd83ebece224e7fccac6749b3fc6cf7,7,3.5,71,35.5,,,,
8397a44bedf542b53284674c87268819f4911d31,1232,68.44444444,505,28.05555556,,,,
d84ed9a92ae0ce96b843c9dd5c263c6a0925405b,0,0,0,0,,,,
fa167d2afad4c2ff8b7e9412091ffc7e1ffb3458,0,0,16,16,,,,
a2e4b7a92fad04fc6c73a71ede003ccbdf7b5305,5,1.25,85,21.25,,,,
3dc1ccc18328773c6d866ad2b56d819cb23b8d4a,0,0,5,5,,,,
d2bba5e5535726f277e8dc67b1478168f57b24bd,23,11.5,44,22,,,,
4fb0ca420954e48494e501bdce518c87346af656,0,0,3,3,,,,
fa1a1421262859cc9f4f48cc16aab0d3a0033ffb,7,3.5,33,16.5,,,,
7dd64fd2bbb18a424577543307f2821ace963b8b,4,4,37,37,,,,
528de79f4be4594c76a36d215ce434de00457a29,13,13,30,30,,,,
1509316a37fb2d365230d020d1dfc251c830fd56,1,1,33,33,,,,
cef3eb52110c140a09f41276a1452f80f21fb9c6,0,0,24,24,,,,
b46e48f1b72267d14fc4b9e1969f0fc0a4eb739e,292,48.66666667,63,10.5,,,,
fa2f92c9e95fd0114710fc2a9fe0431e16c747f5,4,4,35,35,,,,
32fa7a54103eef9da9f6eb75274c4ff15793ea44,0,0,32,32,,,,
870bd84a4ee53ea98fd232da18771b1525dac1a1,3,3,8,8,,,,
c7aa3a69253c82b8ae814c88ebbdfad7e48d0b2d,561,187,19,6.333333333,,,,
2ad9e69a9f9231b5f65a53036ae60bb0abc93609,0,0,0,0,,,,
466107107a85e7211c4b7f77b36ec50625657061,885,126.4285714,192,27.42857143,,,,
c7db21e81f299c7a11c7f57dc4b744e9352646bc,0,0,37,37,,,,
2b0f02aa5cc0f7d1b460d2d324d5d08c6f6d61b9,230,115,52,26,,,,
6a1e534627e87cd92e0e81433d8d0997c8a8ea82,3,3,32,32,,,,
b856c2f8b4669c817a2f8b72630bb1d1b1541fde,13,13,5,5,,,,
7c8d2592313acd023270b273754692677d1749c3,3672,282.4615385,122,9.384615385,,,,
2801db558c56e98753e297c1aeabd4fd2975e09a,133,9.5,148,10.57142857,,,,
9bd41062978abaca0536f0f4259337ede7530c78,34,6.8,134,26.8,,,,
ae2686717e51736fd207e4e40d1ebd204d4aa3c0,0,0,12,12,,,,
398c8513b172d4605a27dfa6125045b55e7cb29e,343,14.91304348,124,5.391304348,,,,
83de197a57ff6c3e5bbad26bd871981285384fcb,2,1,23,11.5,,,,
565ee701a0840998cd27589a62f9efd701ae863a,4,4,11,11,,,,
4451010026aa559ec0f88e096f7f6afe28c34b6f,30,30,60,60,,,,
9f83e499b5fb4b8a5400405300912c4b8bf6cb30,13,13,44,44,,,,
e7a242b27b961c64613542c75c69954d1c7bd315,0,0,30,30,,,,
509428decc0bf8407c63581f16b4ee27b2cfda1d,0,0,0,0,,,,
13cbcff097c6bba874b424c881cf914e33cd012e,4,2,29,14.5,,,,
5ad123c13694da8c5ae417f9b7b8f96fd47170ef,778,389,17,8.5,,,,
38257651b7e2085ae66c1c67ee9e33e93587b573,21,2.625,71,8.875,,,,
c11cb16f3f4249347ea3db4e1586bc1dac3a7d39,456,456,7,7,,,,
70accc289a077b2d05250676ed33369eeaa7df49,0,0,0,0,,,,
db5c28fa0e392a68836d9a97bb2add3a94ddb37c,4,4,29,29,,,,
db0361e9b1d6e9dc83e3b47842508ab45e32245d,0,0,5,5,,,,
790bc92bc0c3185971a74d231a8bfe1bbf0b2bd1,36,18,29,14.5,,,,
b2d3d6365edc312d18451e58e1a0b18c538b3f98,7,7,48,48,,,,
6086ff01f566c700bd87a2cbea2dd4a53dd1eb6c,0,0,5,5,,,,
364cf0bf20d7acdc0ed4073db0ca603ec5435c97,5,2.5,13,6.5,,,,
436270e104aff2584eb9fae5cb23ab752ae96ec4,9,4.5,9,4.5,,,,
0aa4fa455e020587940cc18e65c8725b67411615,0,0,22,22,,,,
689311a5683162889311ce6c994803b59a690746,22,22,7,7,,,,
6f8bc4de406be856eeba9e62700888941ccfdcc1,0,0,0,0,,,,
1118f28b86993282b9fcf78e938bff5ef2017a09,0,0,19,19,,,,
eafa224c3bfff86839581536d832cbaf8045a264,0,0,1,0.333333333,,,,
dc09a02e3a4ea93388197d7f8a0cfebe194e9886,31,31,47,47,,,,
178a1548f3ae87c8fdde1bf5d0e71ed4e4252253,38,38,23,23,,,,
9c2de0d8c03932f69cea12d272188caf5d5d795a,0,0,0,0,,,,
e212d25972dbc19e3cc687b8c7bd4503eec8a602,14,1.555555556,62,6.888888889,,,,
26149d057a464ddafcc9694cfa94525c01a45231,2,2,30,30,,,,
62fc97056887f313ef13ed85d0095dc1b3b69202,11,11,10,10,,,,
964793718fee83d46103acb5deb0bde4fa78a9af,2,0.285714286,103,14.71428571,,,,
119c581dd1e0b9164e1631f43820abc3dee82e27,0,0,12,12,,,,
9a7f7b5d34b44088df4f8e7a16a2a5c75bb52ecf,5,5,4,4,,,,
d14abab0d3c4d51077f9169f4a09ba3202eaa4a7,0,0,0,0,,,,
ed29e29a3c2148bbe8b5a0fd915f012b2dad604f,0,0,0,0,,,,
f4ccbc2868f0bef9e9a4cfb8dc8ce2023d221179,1,1,21,21,,,,
ebea15cb33da8063a630867e38eacf7857b0b936,0,0,0,0,,,,
becdfa6fabb80d35e430a13835f01a6ff3f6cc73,30,5,118,19.66666667,,,,
08790636f2b19a6bab97e3462211bec5b2d23c45,571,71.375,217,27.125,,,,
1a9701fe81c39450822c0d4b51c11444380a2fe4,27,27,77,77,,,,
88918abddeb323340c4a49dda035898a740373da,0,0,17,17,,,,
356f675592f54b065450b8a5ae1bc7e7a2c58e2d,80,80,20,20,,,,
f9b3b02360f5b2352cfe26494fb07c7f2f3b7832,0,0,3,3,,,,
86ca28774be1f91af26b518f0e945f00ffe6ba4a,21,21,12,12,,,,
300ce31d7047a038c882235979988d928159ee30,0,0,0,0,,,,
4bc048be257a08bf7878456cddba2f8db412cf39,439,439,11,11,,,,
457afb3749f4f1d7db86c89cbf251e18fbd0dfbf,22,5.5,46,11.5,,,,
dbe4b45f9b5149f80f8292b61be68b4020a05b55,18,1.285714286,531,37.92857143,,,,
1ae2a0227a3717714444b5b7153c6b63dce016d9,2,2,23,23,,,,
26c3bec09bccf9006f5ef4945a428d9ef56c1d12,7,7,7,7,,,,
03affacaa3d5530e96f869a8a6e900ca5e714918,0,0,0,0,,,,
fe01a3bea62a84c9aeb09575c9d135a478e6f24a,0,0,0,0,,,,
0e6361d31693ec426774494cd8d3a5a46ae93ed1,5,5,37,37,,,,
5f22288346fd69ecaa0128d83bf87d011d1572b3,0,0,32,32,,,,
078ba2d0a202c3058c39db75921f401e5f2c4d0a,0,0,0,0,,,,
1d450c6941d75e2074fb3083dcfab5a8db59e8e0,5,5,21,21,,,,
fde6450b598a047ec22e495837cf892049ed7add,0,0,0,0,,,,
141d718ce281f092c146e2d41ea51542ff7fe093,16,8,43,21.5,,,,
63efdf9851915ce3b81bffe089fcd1995d6750f8,10,10,1,1,,,,
4c4ba15a409737abe7cc07bdc452d556ec9ecbdc,30,30,1,1,,,,
abb8beb06490123f1a4a2053d728ae2891726a88,18,18,32,32,,,,
c3f485c5250a503832e767e1fe5e40595126f6c5,1,0.25,16,4,,,,
fd80cad07e9ab98ebb8cd1b056aeabc0aed336ea,15,7.5,4,2,,,,
3d61c5ca8f00b489435d5bea776b4a4c97c39793,0,0,4,0.666666667,,,,
264272fb88358c1bc681442bbfd4673de29ef969,0,0,0,0,,,,
0de0f494bd75786ff361da2ac05c85d8aeac3b37,0,0,0,0,,,,
1c0a924a2e520b5ff36a6d9eba6aca8fa57e2eab,202,67.33333333,11,3.666666667,,,,
0202e15617e8bdab31fb7e2b358f5fd0d605acc5,2,1,32,16,,,,
978937ab4a44179224a3021f89555bfa988fe687,235,47,113,22.6,,,,
9d72259f943a3b31fa4e32aeb1c5a2de3d8ca611,9,1.5,27,4.5,,,,
291b05e4b209b79798a0f5615b50c1393fcf0961,0,0,0,0,,,,
92acab50d210bfd2bf48ff5079a2c031976e2846,0,0,0,0,,,,
ee5bd5349bb8d781524307627b205676726d09a7,47,47,102,102,,,,
c051d3350e4f227f71921e7db7e52d02525cc8fc,4,4,27,27,,,,
2567b35a5e14a704c3b33c17e4b39a940c033a4e,9,9,21,21,,,,
01c795bcd13e31044e3a3f4f61b218d8ad02845e,1,0.5,86,43,,,,
573d8b838bf51c2758e16fa98252c4acdf7874ff,97,97,2,2,,,,
3e05a987b1fc9d72aeb8447499d51a7b0174a8e7,1,1,23,23,,,,
e9a69c3ba928bd88974563b386b000ad6583f969,6,6,4,4,,,,
1c55481215b891cf683ba89e32f8f09270eecae1,17,17,20,20,,,,
eb9474d045e5acc23ed125a835e7bc5d66395d69,0,0,0,0,,,,
a02e430db99cd41d357069cd8740425684f6f497,0,0,0,0,,,,
81ef7f685710dc83bc42c4eb81d71140e89bea40,0,0,0,0,,,,
090d825e1d853a2ed875329a8350b0a727c3527e,43,7.166666667,107,17.83333333,,,,
9857da723dc9e7795b84de106d8bfb6ef9456090,0,0,27,27,,,,
9af77d214a3e01bf1ce34384f84ac1c08e6be2fe,207,103.5,35,17.5,,,,
131a5ab54391a3a9abc5ca3bae6b47cc29dddc91,0,0,0,0,,,,
e5e54a9ceb760e992001e0846a9b608107b13620,7,3.5,26,13,,,,
a7dc708eb57b8db55f2dd0380fabb4a4e64a39d1,172,86,35,17.5,,,,
e47faabe238d856ff6c1454a7fc9483461206b37,1,1,23,23,,,,
c6b6278ab298da0ae312a61b524b84ac39998c05,0,0,0,0,,,,
1cdbe4752bef972db5471e811e9a781749cd0380,100,16.66666667,133,22.16666667,,,,
9b28ab3f38e21f2e1498dea5dd761d22d72fb1ac,102,102,80,80,,,,
efc61299bd51018df272b296b2c849071f685a7f,0,0,0,0,,,,
e9ecf1b420d8f0fc4393cbfdea2fe731409d83c6,92,18.4,38,7.6,,,,
8e7b86de2c69c9c48c8431bf6ea9e6b0b29f00f8,61,61,43,43,,,,
4ac521354dfa575c31ecb732a0f8c1e18827c21e,35,1.09375,171,5.34375,,,,
854256cc699dc2dbdec0ecdf33a0b5578ab13012,0,0,9,9,,,,
bf722c1ab387e8892242dcaacd8afd36d592ebb6,0,0,18,18,,,,
2b66a37a3e9b6528d5e398a2c1dad4611a38e1b4,2,2,24,24,,,,
4035375c57bf26b49d819d931b08fa69d818acab,0,0,0,0,,,,
21785481114c58aa84329aa20a21ba1f09773373,71,35.5,55,27.5,,,,
0b0e28997d5c0ec6fbffa839b0ceb57b55104f9c,4,4,14,14,,,,
bf909bd637e4910a75b60df3b3ca5f2dd79515e4,9,9,60,60,,,,
16b90bb68343dc45a34d59083a2b62200fcc9551,5,5,28,28,,,,
e81d7fd1e57fe2ce11cbe07636f890973116f7ab,11,3.666666667,81,27,,,,
cfc94db49fbcb1913a546784536c742b353b9391,956,239,208,52,,,,
aea68c93ae437a761584719f0f1ca93eaf6f7484,8,1.6,23,4.6,,,,
5ea3845bd0bf4dec9828270ab18e7c94d596975e,0,0,0,0,,,,
8dcb72fd1e2c17ad000474496b6d000580e0a943,2,0.133333333,43,2.866666667,,,,
f604c94f18104a88f5ed6274b2a62eda69efe937,0,0,26,26,,,,
52a317092eb7693c83c4917282283ea53fecd220,138,11.5,140,11.66666667,,,,
693a286600e601fde05049c0819034ed8f7a71d6,0,0,0,0,,,,
21c98e52c5aab6f063457729ac8344134071f0c5,447,74.5,225,37.5,,,,
788e1b2ffa5541b86f62bf468540bb8b5872c033,90,45,114,57,,,,
602ea84f44ab507e5603ed0808bf4a5dd145d773,1,1,17,17,,,,
5de4ed9db38c7a1a480e5979c2bb3b0340c8a230,6,1.5,32,8,,,,
4121f9df29c85d45e0fe128d237c0009cded7574,0,0,16,8,,,,
06a5904c8f1a9dd32b78afb9d95615f57a6d31aa,43,21.5,30,15,,,,
28881a91f05d9c07f39acf88a992addfc7fa2a58,38,38,25,25,,,,
8e3aacf61bcfe036acdba8fac4d07d68ff0f5ab3,73,10.42857143,100,14.28571429,,,,
35d0e9b66f1c961ec82d1e4ff975d45a2dd2af4b,0,0,30,15,,,,
bfc0b27b4b2cba117a5f1e00e2ec8ac13d2af586,0,0,0,0,,,,
4c6d12e6d22c4b78885c6fe5ac0c1d64a87e3bcf,2,2,35,35,,,,
4ff4935ed49650141dc6cd788bf774cfc7ea945c,1,1,30,30,,,,
780a03191feb2b5f64de97ad623ad9e0c4f5871a,0,0,37,37,,,,
1f742095ce762074e01680d897afa4a30acd8756,1,1,38,38,,,,
42f4fa60f321301545441e275da62d1f5891eaee,0,0,20,10,,,,
894f86709080fe8d20875b402adce679963c49c2,3,3,33,33,,,,
dbf3c559daba62d9411eb31a3204487397d41d44,1,1,7,7,,,,
4c8d8a72ec65f409394075ef50401265e495c1dd,5,5,29,29,,,,
123eb803ef1a7af36eefdf9a668f1f29d6597f1d,0,0,0,0,,,,
028def2ada208b16d308765febcd64874b779c11,0,0,0,0,,,,
dd7bfffa77c231296ca977d6c7d487962f7ebae9,152,38,35,8.75,,,,
8b66c46c18a219090e450203f958c6ea1e8c004b,0,0,0,0,,,,
4a46b15514368a99295d1ca9a94927d8d6cf6cd8,9,3,82,27.33333333,,,,
ce7b3c972038636d8026dce949f1bd58e0bdd610,146,73,27,13.5,,,,
2b58e3db352424a597943a04a171bd9e46c6a718,1,1,30,30,,,,
3ec27f827e64b4d69f7c6ec7357dc6b03b601fc9,3,1,30,10,,,,
0c1bbf0386680a80678cf75faad1318a424bf401,0,0,29,14.5,,,,
9ae215925159f4e8f1a88fc6691c916eead67539,3,3,28,28,,,,
2a3738265a873307077067ab02bc1a31a9ddc49a,1,0.5,23,11.5,,,,
167782691678d6b1588d875036097fadaaced829,0,0,0,0,,,,
1db99a6250f96892362f57180b3cccfd09bf7ff4,146,7.3,419,20.95,,,,
80ae1d2078d2fe137f8a88268c66440bf19bc1ba,0,0,12,6,,,,
f49bd470990b838bb2c1a79605621e2d8c786a0b,2,0.333333333,37,6.166666667,,,,
ddb70bee2fd323ddc4273aec5d40d975f50d2904,275,45.83333333,96,16,,,,
5db49141a5f8b684fd2efe80eafbaeecddccbe90,62,62,33,33,,,,
456236b8c8fb90ddbb7812a4bb200a37d2318757,2,2,35,35,,,,
ab79c7c092079ee7b3949a7b5ad7ea2faccb1659,0,0,0,0,,,,
ebfcb7eb78d0e895c814379ccf67b7c2bd46acad,0,0,0,0,,,,
283140742a356ba96612486b1bd613d397029efd,56,28,43,21.5,,,,
e13b0cc4a08871af0fd4414f63d466712e0105d2,80,40,47,23.5,,,,
2cb5f1957ac709d27acbbdb49be8615670682212,7,7,12,12,,,,
c0c38912ebf0640ddae71f507bed6cc0b8c82fe6,12,12,21,21,,,,
cd9be96b1e670b61c68249ba5760b21dd97a8e9e,0,0,0,0,,,,
bdebec4e2ef79f1771d2dcc22f9a919eb4487567,0,0,0,0,,,,
eeb9861a91bcb5b5122e26012587bbcd619da2d4,31,10.33333333,60,20,,,,
39d6b7b2878fd61989274e7e8565c444154d8764,3,3,57,57,,,,
f5c31262011f7fbcbff5ee91b0df22e4373dd2c1,1085,361.6666667,49,16.33333333,,,,
bb9fd68ea7555d74ed7e7ba3b76f9cb6674cd601,8,8,28,28,,,,
451f3b3785ea5d08f5092978b6ebe17f25ef7a88,31,2.214285714,78,5.571428571,,,,
f375fa19c97d87ec3f4e1082ed433c0e2db11b80,22,22,27,27,,,,
4c0289c337f7793ec2f6b65bb3493f7299f8e4ef,0,0,0,0,,,,
8fe1d9fb136786986fa2f9e23e4212dba5647836,34,34,13,13,,,,
7d012552b03cd71a44591adf1e148b7b5eab0431,0,0,0,0,,,,
