Commit_Hash,Bug,Filecount,Editcount,MultilineCommentscount,Inwards_sum,Inwards_avg,Outwards_sum,Outwards_avg,,,,
9567c2b6a06aa1e8205f9f30beca63d77500dd1d,1,7,264,34,3,0.428571429,8,1.142857143,,,,
95693cb2a15d5360279f4566e4e965cb6451cef2,0,1,5,0,2,2,5,5,,,,
956b37dcf075ee4990d9ebd4e03b0877fabb5441,0,3,13,0,0,0,0,0,,,,
956b8739aea1a0aba4227e15a449fd5d0dffa96b,0,1,2,0,0,0,4,4,,,,
956be49d0dd266be26673b05480523be55bd6267,0,2,6,0,2,1,31,15.5,,,,
956d81513a9624ac20442fe634ac7772628017bb,0,23,370,0,52,2.260869565,137,5.956521739,,,,
957533f685caf9ffc0d9cad569598455d59ade34,1,6,163,0,13,2.166666667,68,11.33333333,,,,
9575a426fa4adcd79f1fa0c3a1d1008d8010c44c,0,5,83,0,8,1.6,15,3,,,,
95771cf112128f5f22a6a5e2e1e0e2d251f29e53,0,3,43,0,2,0.666666667,9,3,,,,
9579ece88962ec86bd54d7930c764105e38f5db6,1,7,84,0,2,0.285714286,19,2.714285714,,,,
957a35204d131c892a7985ecbabd0769c9e5a9ea,0,2,41,0,15,7.5,10,5,,,,
957c4ff741b4029cf4bad5087000fba91f0ce938,0,2,39,1,0,0,14,7,,,,
95807c9436be7eb34fe37289d76fb4611ab77783,0,1,2,0,2,2,19,19,,,,
9581e5b71b6c7807a8897ddd0a4dc3556462d96b,0,2,4,0,0,0,1,0.5,,,,
9583b35b426bba50c1c81f18b39e120f54e6b691,0,5,80,0,66,13.2,79,15.8,,,,
958b68fb801b1c87b1e2878738c1d74f1aae7dac,0,2,12,0,4,2,9,4.5,,,,
959c93f6d3572a189fc3fe73f1811c12323db857,0,2,32,0,8,4,9,4.5,,,,
959e65f320093a6b17945f52ad160da5aa042ff6,0,5,31,0,18,3.6,78,15.6,,,,
95a63d1b701b5b0c7fe731bf170ccd4f22de9fa6,0,1,2,0,0,0,11,11,,,,
95b6724cac3800757fad8dad8520a7012f0f30a3,0,8,47,0,68,8.5,26,3.25,,,,
95b7569bbb5d99d68c330fa2ca4c27a2147a5c96,0,1,2,0,7,7,9,9,,,,
95c72405c3afd7ca11d3736e43e30af136a65017,0,1,24,0,5,5,18,18,,,,
95ca8f446382082320fef86c32250c80d9c35540,0,1,4,0,1,1,7,7,,,,
95d4cae2de7caba9733df4b42cb6c24460721181,1,21,410,74,1690,80.47619048,31,1.476190476,,,,
95d5cf851b93dbb34102e10e06e26d66ec7d1d52,0,2,22,0,5,2.5,18,9,,,,
95d7c5052a0192c894f75de0f630f541d2b7326f,0,3,25,0,2,0.666666667,61,20.33333333,,,,
95dbd03a0bc4867bf8520539ed08f4068adf2f33,1,4,10,0,37,9.25,53,13.25,,,,
95dc869e3c36daaaee8da81f5d1701c938d1f8af,0,3,65,4,3,1,36,12,,,,
95dd69d6eba3352b63495b8746281dd2e2476508,0,9,63,0,45,5,71,7.888888889,,,,
95e00c9247d5c56c1184d788ca8c1f9b165a25ba,0,3,86,4,4,1.333333333,19,6.333333333,,,,
95e69b307b7dd1296055a24cdba8c72525950146,0,1,1,0,12,12,4,4,,,,
95e7770399a74e99f3dcad777186ee4f58e4e206,0,1,5,0,3,3,28,28,,,,
95f677d7f3d134896b8c216b7f2a5d71cc64cd2f,0,2,14,0,2,1,49,24.5,,,,
95f764499402466edbe1528307da8fa92ee2215b,0,6,24,0,0,0,12,2,,,,
95fb6e5f8988079d7dffe3a039f1ebd697199eb8,0,2,4,0,1,0.5,0,0,,,,
9608aa0a2cf8ec8c2172e588bffdef03b7f00aa7,0,2,5,0,1,0.5,45,22.5,,,,
960ddcceaf3f0815217ee457e6efcc4c3ca228b2,0,1,33,0,0,0,2,2,,,,
960e7d37b15b9093378318197866525cbc810622,0,1,4,1,0,0,2,2,,,,
960f01b4ba502c01f3433abe37fa95b1e60450f4,0,1,16,0,0,0,11,11,,,,
96134f9e34faf7e4be1776b24c8d8d661a23342a,0,4,38,0,13,3.25,65,16.25,,,,
96164cecc6b7bf447d06896f723dab416e63ee06,0,3,10,0,62,20.66666667,30,10,,,,
961adae44fc5b752bd10945e1f0ed5488a929df2,1,2,66,0,1,0.5,22,11,,,,
961d615ce63002d99cd31d03c8c97228d9e453d3,1,6,287,19,9,1.5,41,6.833333333,,,,
9623e6c967e6bdf5e1c906b8f5a262cdd55ec15e,0,11,150,5,85,7.727272727,108,9.818181818,,,,
96250d8aaef3d1404294a948f7dc2f09fa77e671,0,0,0,2,0,0,17,17,,,,
9627c88d688fd276d82c06bb7d11aefecce5e7d4,0,2,10,0,0,0,0,0,,,,
9627e6db42a5dbf0db5aebfc363cf5d1156a2f06,0,1,4,0,1,1,8,8,,,,
962aca526c0acdec249e84fe972f059098e1196f,0,2,20,17,13,6.5,8,4,,,,
964adebb3c4ca297dd61487dffffca48283be3b5,0,4,72,1,1,0.25,18,4.5,,,,
96540cfee4553ac9f1c97707b3ce44542ef787c4,1,2,37,0,0,0,24,12,,,,
965542bfac90194bd032e5e6aeb6a507dcb11088,1,2,73,0,8,4,22,11,,,,
965d855202da9e4aba06ab421239016080f0b3e6,0,3,76,0,31,10.33333333,12,4,,,,
965e2c359477b7445b36f84ad1186f541cb831ca,0,4,6,0,20,5,14,3.5,,,,
966307ab3da52b5e5eb6be1e4ce6cfcd1c1b1179,0,1,9,0,1,1,9,9,,,,
96677735f6d8f1f5b6380127956921f719aab799,1,5,471,54,4,0.8,15,3,,,,
9669067e91ceffcd462f9177d1e2c446dfb347ea,0,2,16,1,22,11,8,4,,,,
966dbb5368d710e2652b18f5b9cb4295f58598da,0,1,2,0,28,28,24,24,,,,
967e71c0318606558d866f3853c98e74aa963922,0,2,11,0,1,0.5,15,7.5,,,,
9681f401307a3f625d15b61d61fd421c502bd9e5,0,4,66,1,15,3.75,13,3.25,,,,
96827953beba575a12acde5377adba95de00690a,1,17,1514,75,32,1.882352941,157,9.235294118,,,,
96895e29b1a1387c185fe740021bb636aa02709f,0,2,76,0,0,0,11,5.5,,,,
968ec9806fb6ee12b4cd5ef016363bd1850dab95,0,2,50,0,1,0.5,12,6,,,,
96903ef60eaa84623af8a774dba7673fee6c8f42,0,2,10,0,0,0,75,37.5,,,,
9694ea7fd553efa250448b2e42fcd8a81a2fdbe5,1,2,36,0,15,7.5,35,17.5,,,,
9696bd9a8c11618edf970812de822ad0ba99498c,0,2,27,0,2,1,21,10.5,,,,
96a5baf673d2a7ebbc18e6fd2c7cab34db68132b,0,1,4,0,5,5,37,37,,,,
96a8a1643b90219b15aa3aa83f075044e7b85c40,0,2,11,8,0,0,15,7.5,,,,
96ac6ebde7b0ec906364f921c84b262c7a4933c8,0,2,27,0,14,7,56,28,,,,
96adb2a6c255f96e9d82c86ec37072c30aec021c,0,2,12,0,92,46,2,1,,,,
96bf90a3a6a8ad049581abcf2e8db31f99a9c954,0,1,80,0,0,0,4,4,,,,
96c04dd35eb99dee13a74daaf5e1636bc68cb136,0,1,0,5,11,11,7,7,,,,
96c86336c69b9d456e43234e3fe315bd3b101045,0,2,29,0,2,1,46,23,,,,
96c92249a6e48fa391361efd9cdee6eac50b653c,0,2,293,31,1,0.5,22,11,,,,
96d8cbe8442cf25afecf47086d6ec6907008cb85,0,1,7,0,2,2,0,0,,,,
96dba50737819c24b4ddd9cb1078da305638abc9,1,2,16,0,1,0.5,13,6.5,,,,
96e0eb23a458f068f540d98132ee261053c45585,0,2,19,4,8,4,43,21.5,,,,
96f72f2cfd0afa6e60399dadd30bb83b0ab8ee0e,0,1,13,0,0,0,2,2,,,,
97074667b58a980de0a2ddd2d1ddfc6078ecfc75,0,3,50,0,0,0,7,2.333333333,,,,
9714f31f37e48e9c6f0fca3b3b6e8cd047769b09,0,4,13,0,4,1,15,3.75,,,,
972f566aae61c12651ed8e84e69b19b40d97ad7a,0,1,1,0,2,2,5,5,,,,
972fc7d80fae386cf4c72b7891f6601d6f7fb00b,0,5,78,1,7,1.4,17,3.4,,,,
9730c185847e1cc3fe0ced10f98a14a112e23a07,1,14,71,0,94,6.714285714,259,18.5,,,,
9733b4eb9f3aeadd29f8dd8b00a37ce3d454edb8,0,2,19,1,2,1,8,4,,,,
9737704df0c022dca6ce0f790a5f21cfd0389da7,0,1,9,0,2,2,14,14,,,,
974417b75f5f839ce4daaf080147ad154d727f10,0,2,4,0,3,1.5,13,6.5,,,,
97445daffce6e192d82b6f337b38181b92ba0b55,0,3,85,4,9,3,26,8.666666667,,,,
97478dbd48e343300cc71f3d5aae00843456d796,0,1,4,0,3,3,5,5,,,,
974cbd718d9c66a33b8ae6b0e3c4f7dcc5563015,0,1,1,0,0,0,2,2,,,,
974f99beda164d145a191722f531a28bb7ff66fc,0,4,4,0,13,3.25,36,9,,,,
9751562cd0966b5d911a6c147ae23b0577aa0fa3,0,3,31,0,27,9,42,14,,,,
975a2064a1faf62f2a908bbf615098c023962e15,0,1,2,0,0,0,24,24,,,,
975d5a996bcf3e28c572e1c34274c4eab04b46e6,0,4,29,0,42,10.5,18,4.5,,,,
9775fb9d744d2b45f0699f7c2a944719a4cb8936,0,1,2,0,0,0,5,5,,,,
9776175fc3b2331168651176ec56f9adc5d463dd,0,1,2,0,12,12,26,26,,,,
9785963c841aff5ea1c159da81f93c2bf62c70c6,1,5,196,3,15,3,25,5,,,,
97880b914b673a7ce0d02ad6e4f7c8456cd87143,0,1,2,0,0,0,16,16,,,,
978a84df34420cc50b6adaf5f0b2db93151c516d,1,4,164,11,2,0.5,5,1.25,,,,
979033a14ebc06d3f360c8a17542c68efb30a032,0,2,35,0,2,1,12,6,,,,
97915a72e09c7f88171b6cc96e8c8cf3a58a906a,0,2,8,0,4,2,9,4.5,,,,
979c999464975f869b9ee05792e31c784aaf08f4,0,1,1,0,0,0,3,3,,,,
979ec03f0be170b7b83fb8c9b6d76c678d8fca66,0,1,2,0,5,5,9,9,,,,
97a47ae62a1f0c778fab824d3bf48636dd5c832f,0,1,10,2,3,3,7,7,,,,
97b5f59ea4407f9b5696b2b6f2e6d14e4e686d0f,0,3,53,0,4,1.333333333,19,6.333333333,,,,
97c0723cfe7ffa1dbc6c278110029df755df8045,0,2,13,0,5,2.5,13,6.5,,,,
97cfccc2ce35b29fd98809b6c7ecdd86c56f76e3,0,6,201,2,17,2.833333333,45,7.5,,,,
97dada8d604def2ac836465c6548a2c1260e87f5,0,2,27,0,2,1,32,16,,,,
97de423827336d500a487aec9a5f44e5e8aaa747,0,1,6,0,0,0,15,15,,,,
97e185bd201ecedd410e6007acc44e6ccf97a234,0,1,1,0,1,1,20,20,,,,
97e1f41a325f2d23f71b9faf244c3f499626808f,0,1,19,0,28,28,0,0,,,,
97e281dae4a50ed1ec71a96814508dcb76359d96,0,8,544,9,5,0.625,102,12.75,,,,
97ed2a0f78f1e7a4fd14d3351e84cdfdba0b6f9f,0,5,405,6,1,0.2,0,0,,,,
97f0ec7039611e4c9a7c543ea4631d7182a5ec99,0,2,22,0,6,3,44,22,,,,
97f0f80adac4ef0e099f867c6ab0c635fd28676f,0,1,2,0,0,0,4,4,,,,
97f8069eb1613fd6fa3f6b28e2088dbfdb6183a3,0,1,10,0,6,6,7,7,,,,
9807a358c6d1314d25e3a41da75be5851fa0ac27,0,9,256,5,73,8.111111111,44,4.888888889,,,,
9807d380d3c50cb5a8bf79a4b5c2732ed29496a1,0,1,4,0,0,0,3,3,,,,
980c76266629ea66bc23fddb02f5be61c51d873c,0,3,13,0,0,0,0,0,,,,
981459d2d5f780910e20a06485692b34f23d5d4b,0,1,19,0,7,7,4,4,,,,
981f52794ed41b6f25dfc4a25b4b736e8f030a0f,0,3,31,1,12,4,26,8.666666667,,,,
982850f0e912e1a72e501e456cb2b5ef94124ca6,0,1,2,0,9,9,49,49,,,,
983051b713ddf958d7f62efb12c3b328d9b25696,0,2,26,5,0,0,23,11.5,,,,
9834639454103ee2ba980628f0bc67ad0baa94ff,1,2,18,4,3,1.5,17,8.5,,,,
983ac72be4d57a4108edead00d56a3d189c6d499,0,2,212,0,4,2,14,7,,,,
9842dcb34cb79b942391fdab4a00dd790b5e299e,0,58,283,0,272,4.689655172,786,13.55172414,,,,
984435b1edc9ab0ec3d33e809babd04884e96ff1,0,3,22,0,1,0.333333333,15,5,,,,
98552376f372ed809081b118f33eb31046443b38,0,60,846,669,307,5.116666667,328,5.466666667,,,,
985b369c174fb3bb8ede3ede430501c0b10e7f3b,0,1,13,0,4,4,13,13,,,,
985c7bf38b8448e342c9547b5712fe7272296fd0,0,1,11,0,0,0,7,7,,,,
985d703d2731fe9ec968ef6698bbf39743ede32a,0,2,19,0,2,1,19,9.5,,,,
986043d464788aa67c0e431765c9102bc3d3232b,0,10,32,0,19,1.9,154,15.4,,,,
9860891a09eb58adadbd519644906e1c6215bf3b,0,2,11,0,1,0.5,29,14.5,,,,
986691fe027aea1e6ef621b874a320db60e1f52d,0,26,107,0,362,13.92307692,305,11.73076923,,,,
9869cc1d100ced5f50cf03b557639835c364fbb5,0,2,36,7,1,0.5,72,36,,,,
987b1a35cdb3631ab759b5ee6b63ad6ecb8e1753,1,4,623,0,73,18.25,36,9,,,,
987bc7406ecae923ba8d6841926c7cc6b6c8342f,0,5,57,0,3,0.6,127,25.4,,,,
9888f61128ed82d15d074e2da100738ff9415122,0,2,67,0,0,0,14,7,,,,
9890aa7c8d71a6fd6f4d7e4efc0e6b6c14d273a7,1,3,161,3,4,1.333333333,33,11,,,,
989246779d991b0ff910eac71538b8b7731c5246,0,7,136,7,12,1.714285714,78,11.14285714,,,,
9893c3eb5794e689736e881ec0551bdfeda48d8f,0,5,40,10,17,3.4,82,16.4,,,,
98990030c84ce9f377e581553ff49ae26de77c9f,0,1,245,0,0,0,7,7,,,,
989b1e988b36e97c2e1a49735d532b88fad9e8d0,0,1,4,0,0,0,0,0,,,,
98ad762327b234d910685712413bf5079a36f079,0,1,13,11,101,101,1,1,,,,
98b1ef337ee63f239829b44aec4d05cea99f98ad,0,2,84,8,6,3,12,6,,,,
98b270a789d53145bf5a33e8e1819d6531ebc543,0,2,10,0,8,4,49,24.5,,,,
98b3f4a95104234e5106bc1ee58efd427da96c00,0,4,27,0,15,3.75,70,17.5,,,,
98b8001407ef06e1cdb8434571288dc56dba7bc0,0,2,10,5,5,2.5,18,9,,,,
98ba0f3bc93f1579a1629951d5ce1572bdfa58a6,0,1,26,0,8,8,47,47,,,,
98c1ce4c1fe0a8b027013fdfd698b236ea8b68c9,0,19,1879,40,2,0.105263158,54,2.842105263,,,,
98ced066649f72c59a07944996755503edf9908c,0,1,3,0,0,0,0,0,,,,
98cf6a443d49c7b6e787deb55ea66454ed96e7dc,0,3,130,9,59,19.66666667,18,6,,,,
98d04ae684ea761070d8df160a5f47e1701bc072,0,1,3,0,1,1,0,0,,,,
98dcfb4b90791e656a9558d768694a27bc90e3b5,0,1,11,0,2,2,11,11,,,,
98e16a06e463bdd83ba617fbb845f8b92852c24a,0,1,4,0,0,0,25,25,,,,
98ea84447832f9744a1bc5c3648d89133b2fe3e9,0,4,16,0,25,6.25,19,4.75,,,,
98f5496cc2b236f54848eb069ea1bc8c25f43b13,0,3,46,0,5,1.666666667,35,11.66666667,,,,
98f5b50030f9144fe32b4e603ecd93264384975d,0,1,3,0,9,9,4,4,,,,
98fa684a048fa7a1f16ebc416fb0101ba0525ac4,0,1,4,0,0,0,7,7,,,,
98fb5e56ef96c0c6a8754276e5f8c9c0b7e50fed,1,2,18,0,5,2.5,64,32,,,,
98fc828801f370c0561f22d97ffdd1055d4e0663,0,3,74,3,449,149.6666667,1,0.333333333,,,,
98fe2b504bfcebb57fee621346a37e1f48fbacaa,0,1,6,0,0,0,3,3,,,,
98ff29d13af9e0c1fa96e49e68939634c24ad2c3,0,2,39,0,6,3,53,26.5,,,,
990d596ec09242733f8bc3669b70136ca6741d6e,1,9,764,15,28,3.111111111,142,15.77777778,,,,
9910ee0a13138b4b2ab58e5ba9715812459fc2f2,0,0,0,2,3,3,11,11,,,,
99135b5fe8c40cacfc544bce2e987017b2b4e864,0,1,1,0,9,9,31,31,,,,
991614add8a0dabe1cfa15ef19d5df2396410cf3,1,4,233,4,0,0,5,1.25,,,,
9920eb9edc9707270e20a9286774f20f95fc7cca,0,1,4,0,8,8,3,3,,,,
9925c9f1b353240ebb1eccde50574055ce271313,0,2,28,0,2,1,34,17,,,,
9928edb42da42af3463d4a989a0797be46198908,1,4,788,20,3,0.75,59,14.75,,,,
9929f2b2a152f34e24366f5f0afbc071ff40833f,0,1,2,0,4,4,5,5,,,,
992d901e364e85f1ae98bb97410f6eb641b3f51b,0,8,103,1,43,5.375,140,17.5,,,,
99308d4dd3b16e00af4e610be4f07c7d99e49846,0,1,3,0,0,0,0,0,,,,
99310d51743eaef8c57c0ab0d8e4eeef0ea63f50,0,8,514,17,19,2.375,97,12.125,,,,
99379d6ec00b7bdfe5a625877d8e680f9240efcc,1,3,160,5,4,1.333333333,23,7.666666667,,,,
993facb3bf753d23332236dc05b397850bf99144,0,2,45,5,8,4,9,4.5,,,,
9941a51aa17c62e5adff3c36843e6c2c3abc6348,0,1,8,0,0,0,4,4,,,,
99456bd690445443ae05c0d4fe1ec43ba6090f6f,0,2,24,0,2,1,9,4.5,,,,
994c69ac9e6a6758bc4e18ea6204ae29cbd05080,0,4,7,0,6,1.5,37,9.25,,,,
9951318dd5ac067a141bab8bd933007e63133591,0,1,2,0,2,2,21,21,,,,
9951582d33f57ed53e0a3ece9f1f81623faba032,0,2,9,0,3,1.5,67,33.5,,,,
996baf8f6199d649149c0d068e50ca3e84aecba0,0,2,35,0,40,20,17,8.5,,,,
996bb5e218ec8bb938aad972a19594a75194d528,1,10,1003,166,41,3.727272727,109,9.909090909,,,,
9974dcbd304a4e092e952e937f4dc78f9500e304,0,2,27,2,11,5.5,0,0,,,,
9976193cbd22edb3e1129a447770f3138c3865aa,0,7,337,65,40,5.714285714,124,17.71428571,,,,
9978daa11c62dd593ee56e1ea08cdf2d12a19a4b,0,1,30,0,0,0,34,34,,,,
997c619b7517c0aeab8fd01d8ec6daa23aa35747,0,2,11,0,1,0.5,7,3.5,,,,
997fc59c4783b8c8dfe334bf0513169ec6126efb,0,1,6,0,226,226,5,5,,,,
99891e0d2e45986064f46444b6d0c029537f0665,0,1,138,0,8,8,8,8,,,,
998c3e94bd862f7392e2757b52b31c66ead52c8c,0,1,18,10,35,35,11,11,,,,
998e57b29629946a9da96db3aed013ab895dc482,0,1,5,19,0,0,0,0,,,,
999701e2c91433ebd10a92c2665b1533371ac6eb,0,4,9,0,14,3.5,47,11.75,,,,
999cb4effce4133eaba13f05c64a1801f16d60aa,0,1,8,0,6,6,24,24,,,,
999ced18a6bd20d3dea536657c1f9580206390bc,0,1,72,0,0,0,49,49,,,,
999db21e1a5a0944535e0fb0fd2478ab1647d85b,0,4,19,0,0,0,0,0,,,,
99a6f4f9e5b13cd9a3e5c90a5ff11eab9ad92642,0,2,8,0,7,3.5,34,17,,,,
99b2aa0decc49c34694b3ae96dd4455c4c2e8ce1,0,2,8,0,18,9,8,4,,,,
99b5e96795b8475f14d53bbc3845e7bace730963,1,11,38,0,40,3.636363636,162,14.72727273,,,,
99b9691e3c9fecc7b2f86cfe77c3bab98776deb8,0,1,2,0,0,0,3,3,,,,
99bc7c2858e473833a778191b11fc66c71201cfe,0,2,8,0,0,0,19,9.5,,,,
99be1615e0c4f3af7498dc7822f9ccc96dbaf3dc,0,2,139,15,1,0.5,9,4.5,,,,
99c51e34230394cadf0b82e364ea10c38e193979,0,6,126,0,69,11.5,150,25,,,,
99c7a3679f2bf49de0417c381826c32d8778dad6,0,2,32,0,9,4.5,53,26.5,,,,
99cb17da8142985cbca7c7445ec0b77ccfdbe7ad,0,6,66,0,14,2.333333333,61,10.16666667,,,,
99cbfb3492c80ded53fa018fe5a0881f977dc407,0,3,22,0,43,14.33333333,35,11.66666667,,,,
99d3ad0a565b6934edadebd40fbc5656457afca1,0,2,4,0,30,15,24,12,,,,
99ddc0d2ad7f2f9c27deaac08559eb794845afc3,0,5,162,0,21,4.2,33,6.6,,,,
99df2779a46974d73b56e93c2902351590e7faac,0,1,16,4,5,5,25,25,,,,
99e42e436798b64bad3a2a327cd5e82eb861d2e8,0,1,14,0,1,1,8,8,,,,
99e6ec9131c2e3eeb5fe3e1a4dc5a26e6302ebd2,0,2,17,0,1,0.5,23,11.5,,,,
99e79772f2289d4e44e5db6df3dc2413f522d5f1,0,4,13,2,20,5,43,10.75,,,,
99f08868b8c5227622b3ac84c8863a25a161953d,0,1,6,0,0,0,12,12,,,,
99f3822fd3341eecb4bc8d699b9721fdf59aeee8,0,13,198,8,98,7.538461538,86,6.615384615,,,,
99f3ce38e9ad1e272a4a04858ff1acc709e7c9cb,0,1,4,0,5,5,7,7,,,,
99f4ad817285c96e014165f3125f32d4f49deac0,0,17,890,149,198,11.64705882,77,4.529411765,,,,
99f6c32bf8a5204da0e07137486c61cdba5318a3,0,4,52,0,13,3.25,65,16.25,,,,
99f8912283332f76bc20d8094e6dd1187932adc1,0,2,13,0,69,34.5,18,9,,,,
99fb66ca80cb0f6f4c3e25b1907a9bf6c630fdb1,0,6,106,27,6,1,53,8.833333333,,,,
99fb9d2a99b123983426282448816413036f8cab,0,12,125,0,85,7.083333333,240,20,,,,
9a01d5389ac3235279f75256815e23e49ebc0c6a,0,1,58,13,0,0,9,9,,,,
9a08e00548d1414f4a4ed3901ed4b4dc817c3f1a,0,2,103,40,0,0,0,0,,,,
9a1049f9f640acfbd819ff119505d51aebd477c9,0,1,30,3,8,8,8,8,,,,
9a1187d0ec9561f9a9f50c4eefb2235fad368c9c,0,2,3,0,4,2,10,5,,,,
9a15b11794dbf945f0e9b9705ae510d3b378287d,1,3,22,0,6,2,56,18.66666667,,,,
9a15c0d070db086111cbe5eff4f19dcb419b32bc,0,24,1865,254,162,6.75,137,5.708333333,,,,
9a1a15c06262ada0e3c03b225c4a36e9d5c2b4fc,0,1,25,0,2,2,9,9,,,,
9a20c0819074f17e3c607522aee4020b811e00e3,0,7,752,67,40,5.714285714,11,1.571428571,,,,
9a24ae88da1692dcf7f0b119e693b538074aa902,0,6,35,0,9,1.5,22,3.666666667,,,,
9a2cc2544a4e6609c409b06c8ff91d596fe43a8c,0,4,59,5,3,0.75,32,8,,,,
9a2f30964d190bdc0899492a621b69515c6e81fd,0,5,14,0,16,3.2,46,9.2,,,,
9a303f2cc231f5d43257ebced5b1167c08d32648,0,2,34,0,1,0.5,20,10,,,,
9a31a64a92054170b48e22ccc5350118f9f68a68,0,2,7,0,34,17,15,7.5,,,,
9a40d6e714246b40b5b41f65197941fe29eb8ff1,0,1,1,0,4,4,13,13,,,,
9a4403782d7cc3ea1b8156e50c85459a0b59037e,0,3,125,10,2,0.666666667,9,3,,,,
9a442afbfa409a67b619d0f5d59036143407ab4a,0,1,5,0,1,1,25,25,,,,
9a4b4fac03902c606b931c752180f178d50ee51f,1,2,54,0,12,6,55,27.5,,,,
9a64271bd9f741b13f6cf4a9074524d3854fdd14,0,1,6,0,0,0,3,3,,,,
9a6dfa58ca3dd9c2b69383699b387cee7f35afee,0,1,80,0,0,0,0,0,,,,
9a7946a043044f04f138ad6a622bd6d4329377c3,0,2,10,0,3,1.5,9,4.5,,,,
9a830b370551019a4bd3a0c7504f48961e755bd4,0,1,6,0,0,0,7,7,,,,
9a8d41e0132d4676b611f940de552dd450b7cac7,0,3,139,3,27,9,14,4.666666667,,,,
9a9a28e80ae043bdf7476651ea8d92aedf0ba36c,0,1,1,0,0,0,4,4,,,,
9aac057efd9728dc1e4134e72ffa106445d2fc97,0,6,13,0,21,3.5,79,13.16666667,,,,
9ab69dbdecd61d273e816503ba08dce077b3614b,1,3,601,0,7,2.333333333,75,25,,,,
9ac10f55e4b40ac496c20f56501e5aeffa196692,0,5,14,5,18,3.6,64,12.8,,,,
9ac65bde3a3d39389e356dbb79be1404c81cbd2e,0,7,84,0,12,1.714285714,64,9.142857143,,,,
9ac962cc82ef55cf211c0dfa5d18bc5bde27563b,0,1,5,0,68,68,4,4,,,,
9ad727440208614f7c7e48128e75987fda273e64,0,1,226,0,9,9,7,7,,,,
9adee277017b9ae4cd600052b6af537427305ede,0,1,49,0,0,0,6,6,,,,
9ae00d0e4e15bdc8ddb0d244778e839b3bcf5c3b,0,2,70,0,1,0.5,48,24,,,,
9ae5313bea927e86ad83490266f82932058454a1,0,1,2,0,0,0,0,0,,,,
9ae9c09e03d68338ac7ec342982489db3f5f54ab,0,3,66,6,11,3.666666667,40,13.33333333,,,,
9ae9efd4c7171a7c78188c94ab23fdf74ace0638,0,1,0,0,0,0,50,50,,,,
9aeb5c2b57c20b751b0197954f334bc15948cb6e,0,5,0,0,2,0.4,31,6.2,,,,
9aecb8f812ceb544f74526829407503a1c55057d,1,2,184,0,4,2,10,5,,,,
9af3df9ee8c3ebad9a6a84beb6768a92b3515879,0,5,43,7,62,12.4,29,5.8,,,,
9af40c167879096a8f0f209bde4e6c5cc9295b86,0,7,109,0,19,2.714285714,56,8,,,,
9af846caf7f4d00eddb2d839c032b909eb79d403,0,22,72,0,63,2.863636364,334,15.18181818,,,,
9afbd3fbba201ee606cf6e3b57675d3fbf9514b2,0,2,68,0,0,0,16,8,,,,
9b00f39ccef22be851bba8da71669ae7074c0a7f,1,9,301,0,93,10.33333333,289,32.11111111,,,,
9b0536b3bf44d648efc18778311c7b08499bed91,0,1,12,0,0,0,0,0,,,,
9b06817fe0ec8ab1d7de2bde405345589fbadcd5,0,1,8,0,0,0,5,5,,,,
9b083d7636508cbc5addfe3457c1aac706f0e267,0,2,22,0,19,9.5,13,6.5,,,,
9b132000bffecf4cf521ee3dd1cd8eac43e25a78,0,3,36,0,0,0,0,0,,,,
9b14ae62a6396a2599c8a2ada1a50e3f69a2eddc,0,2,14,0,5,2.5,68,34,,,,
9b18a8035f2e804040f5d0778c83cf72b06b6c41,0,1,4,0,0,0,44,44,,,,
9b1b65a4395511b07e15a521de3a3a66c4bdcfaa,0,13,187,1,36,2.769230769,89,6.846153846,,,,
9b1bbc330fbd02caf8008e40551460c164543e3d,0,1,2,0,7,7,3,3,,,,
9b23730f313a90dbb3f75fb7b2d2d314733853e2,0,1,1,0,1,1,3,3,,,,
9b2b5e1482ebec818556946230066984bf647186,1,5,98,17,186,37.2,41,8.2,,,,
9b2fb5602a65a31196f0cba9e1627a409eb1bc51,0,1,57,0,1,1,2,2,,,,
9b38463b06ff48269668a6b05822b285d603c7f8,0,1,4,0,11,11,2,2,,,,
9b41af32bbbfc063eabf570fb95cdf516a8bb4a7,0,1,26,0,0,0,15,15,,,,
9b44d9d75d3767c6b7d1af4f237da8c1cf16266a,0,1,10,2,0,0,0,0,,,,
9b50a25c2817f804b6898f04eccfcebf895e82da,0,7,106,10,198,28.28571429,28,4,,,,
9b5871c658e1ec77bc29da507a2471a8b81b3702,0,5,54,0,20,4,42,8.4,,,,
9b6086d364caac8b04e8ed605e44c14ba2e055f9,0,1,11,0,4,4,49,49,,,,
9b6297dc01e101c38bf3102bd9993deeb9b8badf,0,5,0,0,0,0,50,10,,,,
9b6b874b23dab5ae6ccecae18c5d5664c4951d80,0,1,6,0,5,5,17,17,,,,
9b6dc3dc58e0095dcf59bfc129cc7e75f066b20f,0,4,132,34,5,1.25,27,6.75,,,,
9b6eb89d3efafe337ffbf35505c2c3cbb386fcba,0,3,40,0,6,2,43,14.33333333,,,,
9b76de161d690faee341a87e8066d40329b4f5b0,0,1,1,0,0,0,10,10,,,,
9b7d33f22781ade62ac712a1285d0c0729bfebc1,1,5,109,3,0,0,0,0,,,,
9b7d87181ba2406496c4b977a1b24c8173080ad6,0,2,22,0,1,0.5,25,12.5,,,,
